Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-06-18,ABB.ST,1037,1035.87,945.9,952.24,26.33,66.02,76.92,78.84,1037,940.8,990.89,945.33,804.09
2026-06-18,AZN.ST,1693.5,1775.66,1645.99,1629.52,36.79,44.92,47.08,54.49,1775.5,1601.5,1710.83,1748.96,1746.88
2026-06-18,INVE-B.ST,387.9,387.55,375.12,370.75,6.19,64.31,65.5,76.3,391.15,372.9,381.33,376.37,352.66
2026-06-18,LUG.ST,589.4,617.42,517.83,522.47,25.99,50.89,43.81,57.36,613,501.2,567.62,633.28,709.81
2026-06-18,LUMI.ST,265.6,293.96,242.26,281.84,11.89,51.2,58.43,69.98,295.9,241.6,268.11,260.28,229.29
2026-06-18,NDA-SE.ST,180.55,181.87,172.63,173.06,2.79,63.98,60.67,70.38,183.35,172.35,177.25,173.78,171.7
2026-06-18,SAAB-B.ST,509.8,565.81,493.44,567.19,19.23,41.51,42.42,56.87,585,498.6,529.62,550.93,587.22
2026-06-18,SEB-A.ST,193.85,194.58,177.95,185.2,3.08,68.44,59.04,64.64,195.7,180.35,186.27,183.34,187.25
2026-06-18,SHB-B.ST,233.4,234.61,220.45,223.13,3.61,64.86,56.43,65.75,236,221.4,227.53,224.24,227.14
2026-06-18,SWED-A.ST,355.6,354.28,328.7,338.17,6.21,70.53,65.01,73.43,359.3,331.6,341.49,332.96,328.05
2026-06-18,VOLV-B.ST,318.2,331.02,308.88,333.61,8.7,49.29,52.16,58.19,332.4,305.3,319.95,320.1,312.83